UID,Barcode,SPC,Department Code,Department,Sub-department Code,Sub Department,Brand Code,Brand,Style Code,Colour Code,Colour Name,Size Scale,Size,Description,BTC Price,VAT Code,Pack Quantity,Carton Quantity,Last Changed Date,Stock Status,colour_code_url,image_url_medium_res,image_url_low_res,image_url_high_res,brand image,colour image 01,colour image 02,colour image 03,colour image 04,colour image 05,colour image 06,colour image 07,colour image 08,colour image 09,colour image 10,bullet points,Customer Discounted Price
89734,896948,64000,TSHIRT,T-SHIRTS,MSSTSH,MENS SHORT SLEEVE T-SHIRT,GILDAN,GILDAN,MS0092,246,Antique Cherry Red,13,S,Softstyle Adult T-Shirt,2.44,1,12,72,02-01-2026 8:57,C,https://myebrochure.co.uk/images/colours/gildan/gildan-246.jpg,https://myebrochure.co.uk/images/products/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/products.small/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/products.hires/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/brands/gildan_25.png,https://myebrochure.co.uk/images/products.hires/prod_15009_64000_176880.jpg,,,,,,,,,,"<li>Made with our soft ring spun cotton and cotton blends -</li> <li>Softstyle features high stitch density fabric that offers a smooth printing surface, ideal for DTG</li> <li>Proud member of the US Cotton Trust Protocol (USCTP) and Better Cotton&#8482;</li> <li>Cotton products from Gildan support more sustainable + ethical cotton farming</li> <li>Soft ring spun fabric feels great against your skin</li> <li>Non-topstitched, narrow width, rib collar</li> <li>Taped neck and shoulders for comfort and durability</li> <li>Modern classic fit, tubular body</li> <li>High-performing black tear-away label</li> <li>Yarn Count 30/1</li> <li><b>Also available in ladies sizes code 64000L and childrens sizes 64000B</b></li>",1.87
89735,896955,64000,TSHIRT,T-SHIRTS,MSSTSH,MENS SHORT SLEEVE T-SHIRT,GILDAN,GILDAN,MS0092,246,Antique Cherry Red,13,M,Softstyle Adult T-Shirt,2.44,1,12,72,02-01-2026 8:57,C,https://myebrochure.co.uk/images/colours/gildan/gildan-246.jpg,https://myebrochure.co.uk/images/products/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/products.small/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/products.hires/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/brands/gildan_25.png,https://myebrochure.co.uk/images/products.hires/prod_15009_64000_176880.jpg,,,,,,,,,,"<li>Made with our soft ring spun cotton and cotton blends -</li> <li>Softstyle features high stitch density fabric that offers a smooth printing surface, ideal for DTG</li> <li>Proud member of the US Cotton Trust Protocol (USCTP) and Better Cotton&#8482;</li> <li>Cotton products from Gildan support more sustainable + ethical cotton farming</li> <li>Soft ring spun fabric feels great against your skin</li> <li>Non-topstitched, narrow width, rib collar</li> <li>Taped neck and shoulders for comfort and durability</li> <li>Modern classic fit, tubular body</li> <li>High-performing black tear-away label</li> <li>Yarn Count 30/1</li> <li><b>Also available in ladies sizes code 64000L and childrens sizes 64000B</b></li>",1.87
89736,896962,64000,TSHIRT,T-SHIRTS,MSSTSH,MENS SHORT SLEEVE T-SHIRT,GILDAN,GILDAN,MS0092,246,Antique Cherry Red,13,L,Softstyle Adult T-Shirt,2.44,1,12,72,02-01-2026 8:57,C,https://myebrochure.co.uk/images/colours/gildan/gildan-246.jpg,https://myebrochure.co.uk/images/products/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/products.small/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/products.hires/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/brands/gildan_25.png,https://myebrochure.co.uk/images/products.hires/prod_15009_64000_176880.jpg,,,,,,,,,,"<li>Made with our soft ring spun cotton and cotton blends -</li> <li>Softstyle features high stitch density fabric that offers a smooth printing surface, ideal for DTG</li> <li>Proud member of the US Cotton Trust Protocol (USCTP) and Better Cotton&#8482;</li> <li>Cotton products from Gildan support more sustainable + ethical cotton farming</li> <li>Soft ring spun fabric feels great against your skin</li> <li>Non-topstitched, narrow width, rib collar</li> <li>Taped neck and shoulders for comfort and durability</li> <li>Modern classic fit, tubular body</li> <li>High-performing black tear-away label</li> <li>Yarn Count 30/1</li> <li><b>Also available in ladies sizes code 64000L and childrens sizes 64000B</b></li>",1.87
89737,896979,64000,TSHIRT,T-SHIRTS,MSSTSH,MENS SHORT SLEEVE T-SHIRT,GILDAN,GILDAN,MS0092,246,Antique Cherry Red,13,XL,Softstyle Adult T-Shirt,2.44,1,12,72,02-01-2026 8:57,C,https://myebrochure.co.uk/images/colours/gildan/gildan-246.jpg,https://myebrochure.co.uk/images/products/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/products.small/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/products.hires/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/brands/gildan_25.png,https://myebrochure.co.uk/images/products.hires/prod_15009_64000_176880.jpg,,,,,,,,,,"<li>Made with our soft ring spun cotton and cotton blends -</li> <li>Softstyle features high stitch density fabric that offers a smooth printing surface, ideal for DTG</li> <li>Proud member of the US Cotton Trust Protocol (USCTP) and Better Cotton&#8482;</li> <li>Cotton products from Gildan support more sustainable + ethical cotton farming</li> <li>Soft ring spun fabric feels great against your skin</li> <li>Non-topstitched, narrow width, rib collar</li> <li>Taped neck and shoulders for comfort and durability</li> <li>Modern classic fit, tubular body</li> <li>High-performing black tear-away label</li> <li>Yarn Count 30/1</li> <li><b>Also available in ladies sizes code 64000L and childrens sizes 64000B</b></li>",1.87
89738,896986,64000,TSHIRT,T-SHIRTS,MSSTSH,MENS SHORT SLEEVE T-SHIRT,GILDAN,GILDAN,MS0092,246,Antique Cherry Red,13,2XL,Softstyle Adult T-Shirt,2.44,1,12,72,02-01-2026 8:57,C,https://myebrochure.co.uk/images/colours/gildan/gildan-246.jpg,https://myebrochure.co.uk/images/products/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/products.small/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/products.hires/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/brands/gildan_25.png,https://myebrochure.co.uk/images/products.hires/prod_15009_64000_176880.jpg,,,,,,,,,,"<li>Made with our soft ring spun cotton and cotton blends -</li> <li>Softstyle features high stitch density fabric that offers a smooth printing surface, ideal for DTG</li> <li>Proud member of the US Cotton Trust Protocol (USCTP) and Better Cotton&#8482;</li> <li>Cotton products from Gildan support more sustainable + ethical cotton farming</li> <li>Soft ring spun fabric feels great against your skin</li> <li>Non-topstitched, narrow width, rib collar</li> <li>Taped neck and shoulders for comfort and durability</li> <li>Modern classic fit, tubular body</li> <li>High-performing black tear-away label</li> <li>Yarn Count 30/1</li> <li><b>Also available in ladies sizes code 64000L and childrens sizes 64000B</b></li>",1.87
136608,1365290,64000,TSHIRT,T-SHIRTS,MSSTSH,MENS SHORT SLEEVE T-SHIRT,GILDAN,GILDAN,MS0092,246,Antique Cherry Red,13,3XL,Softstyle Adult T-Shirt,3.28,1,12,36,02-01-2026 8:57,C,https://myebrochure.co.uk/images/colours/gildan/gildan-246.jpg,https://myebrochure.co.uk/images/products/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/products.small/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/products.hires/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/brands/gildan_25.png,https://myebrochure.co.uk/images/products.hires/prod_15009_64000_176880.jpg,,,,,,,,,,"<li>Made with our soft ring spun cotton and cotton blends -</li> <li>Softstyle features high stitch density fabric that offers a smooth printing surface, ideal for DTG</li> <li>Proud member of the US Cotton Trust Protocol (USCTP) and Better Cotton&#8482;</li> <li>Cotton products from Gildan support more sustainable + ethical cotton farming</li> <li>Soft ring spun fabric feels great against your skin</li> <li>Non-topstitched, narrow width, rib collar</li> <li>Taped neck and shoulders for comfort and durability</li> <li>Modern classic fit, tubular body</li> <li>High-performing black tear-away label</li> <li>Yarn Count 30/1</li> <li><b>Also available in ladies sizes code 64000L and childrens sizes 64000B</b></li>",2.51
103108,1030679,64000,TSHIRT,T-SHIRTS,MSSTSH,MENS SHORT SLEEVE T-SHIRT,GILDAN,GILDAN,MS0092,254,Antique Sapphire,13,S,Softstyle Adult T-Shirt,2.44,1,12,72,02-01-2026 8:57,C,https://myebrochure.co.uk/images/colours/gildan/gildan-254.jpg,https://myebrochure.co.uk/images/products/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/products.small/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/products.hires/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/brands/gildan_25.png,https://myebrochure.co.uk/images/products.hires/prod_15009_64000_176887.jpg,,,,,,,,,,"<li>Made with our soft ring spun cotton and cotton blends -</li> <li>Softstyle features high stitch density fabric that offers a smooth printing surface, ideal for DTG</li> <li>Proud member of the US Cotton Trust Protocol (USCTP) and Better Cotton&#8482;</li> <li>Cotton products from Gildan support more sustainable + ethical cotton farming</li> <li>Soft ring spun fabric feels great against your skin</li> <li>Non-topstitched, narrow width, rib collar</li> <li>Taped neck and shoulders for comfort and durability</li> <li>Modern classic fit, tubular body</li> <li>High-performing black tear-away label</li> <li>Yarn Count 30/1</li> <li><b>Also available in ladies sizes code 64000L and childrens sizes 64000B</b></li>",1.87
103109,1030686,64000,TSHIRT,T-SHIRTS,MSSTSH,MENS SHORT SLEEVE T-SHIRT,GILDAN,GILDAN,MS0092,254,Antique Sapphire,13,M,Softstyle Adult T-Shirt,2.44,1,12,72,02-01-2026 8:57,C,https://myebrochure.co.uk/images/colours/gildan/gildan-254.jpg,https://myebrochure.co.uk/images/products/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/products.small/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/products.hires/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/brands/gildan_25.png,https://myebrochure.co.uk/images/products.hires/prod_15009_64000_176887.jpg,,,,,,,,,,"<li>Made with our soft ring spun cotton and cotton blends -</li> <li>Softstyle features high stitch density fabric that offers a smooth printing surface, ideal for DTG</li> <li>Proud member of the US Cotton Trust Protocol (USCTP) and Better Cotton&#8482;</li> <li>Cotton products from Gildan support more sustainable + ethical cotton farming</li> <li>Soft ring spun fabric feels great against your skin</li> <li>Non-topstitched, narrow width, rib collar</li> <li>Taped neck and shoulders for comfort and durability</li> <li>Modern classic fit, tubular body</li> <li>High-performing black tear-away label</li> <li>Yarn Count 30/1</li> <li><b>Also available in ladies sizes code 64000L and childrens sizes 64000B</b></li>",1.87
103110,1030693,64000,TSHIRT,T-SHIRTS,MSSTSH,MENS SHORT SLEEVE T-SHIRT,GILDAN,GILDAN,MS0092,254,Antique Sapphire,13,L,Softstyle Adult T-Shirt,2.44,1,12,72,02-01-2026 8:57,C,https://myebrochure.co.uk/images/colours/gildan/gildan-254.jpg,https://myebrochure.co.uk/images/products/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/products.small/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/products.hires/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/brands/gildan_25.png,https://myebrochure.co.uk/images/products.hires/prod_15009_64000_176887.jpg,,,,,,,,,,"<li>Made with our soft ring spun cotton and cotton blends -</li> <li>Softstyle features high stitch density fabric that offers a smooth printing surface, ideal for DTG</li> <li>Proud member of the US Cotton Trust Protocol (USCTP) and Better Cotton&#8482;</li> <li>Cotton products from Gildan support more sustainable + ethical cotton farming</li> <li>Soft ring spun fabric feels great against your skin</li> <li>Non-topstitched, narrow width, rib collar</li> <li>Taped neck and shoulders for comfort and durability</li> <li>Modern classic fit, tubular body</li> <li>High-performing black tear-away label</li> <li>Yarn Count 30/1</li> <li><b>Also available in ladies sizes code 64000L and childrens sizes 64000B</b></li>",1.87
103111,1030709,64000,TSHIRT,T-SHIRTS,MSSTSH,MENS SHORT SLEEVE T-SHIRT,GILDAN,GILDAN,MS0092,254,Antique Sapphire,13,XL,Softstyle Adult T-Shirt,2.44,1,12,72,02-01-2026 8:57,C,https://myebrochure.co.uk/images/colours/gildan/gildan-254.jpg,https://myebrochure.co.uk/images/products/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/products.small/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/products.hires/prod_15009_64000_184585.jpg,https://myebrochure.co.uk/images/brands/gildan_25.png,https://myebrochure.co.uk/images/products.hires/prod_15009_64000_176887.jpg,,,,,,,,,,"<li>Made with our soft ring spun cotton and cotton blends -</li> <li>Softstyle features high stitch density fabric that offers a smooth printing surface, ideal for DTG</li> <li>Proud member of the US Cotton Trust Protocol (USCTP) and Better Cotton&#8482;</li> <li>Cotton products from Gildan support more sustainable + ethical cotton farming</li> <li>Soft ring spun fabric feels great against your skin</li> <li>Non-topstitched, narrow width, rib collar</li> <li>Taped neck and shoulders for comfort and durability</li> <li>Modern classic fit, tubular body</li> <li>High-performing black tear-away label</li> <li>Yarn Count 30/1</li> <li><b>Also available in ladies sizes code 64000L and childrens sizes 64000B</b></li>",1.87
